area,area_title,occCode,occTitle,jobs_1000,h_mean, a_mean , a_pct25 , a_median , a_pct75 , a_pct90 ,Rent50_3,Rent50_4,county,county_town_name,pop2010,state_alpha,ratio
16700,"Charleston-North Charleston-Summerville, SC",15-1133,"Software Developers, Systems Software",1.92,36,74880,58960,73430,91050,109750,1239,1644,19,Charleston County,350209,SC,0.202478551
19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-1133,"Software Developers, Systems Software",0.435,37.01,76970,59880,74930,89940,108340,1273,1371,127,Volusia County,494593,FL,0.2038702789
71654,"Boston-Cambridge-Quincy, MA NECTA Division",15-1133,"Software Developers, Systems Software",10.363,55.9,116270,93760,115610,138890,155990,1970,2142,25,Boston city,617594,MA,0.2044805813
71650,"Boston-Cambridge-Quincy, MA-NH",15-1133,"Software Developers, Systems Software",10.026,55.39,115210,92680,115090,138300,154940,1970,2142,25,Boston city,617594,MA,0.2054044661
35380,"New Orleans-Metairie-Kenner, LA",15-1133,"Software Developers, Systems Software",0.554,38.37,79810,41020,73520,103570,130530,1268,1534,51,Jefferson Parish,432552,LA,0.2069640914
25060,"Gulfport-Biloxi, MS",15-1133,"Software Developers, Systems Software",0.593,31.01,64510,39740,65720,79590,101880,1137,1211,47,Harrison County,187105,MS,0.2076080341
75700,"New Haven, CT",15-1133,"Software Developers, Systems Software",1.722,43.61,90700,77830,87920,99660,121480,1523,1690,9,New Haven town,129779,CT,0.2078707916
22020,"Fargo, ND-MN",15-1133,"Software Developers, Systems Software",**,31.31,65120,53480,61370,77290,90790,1067,1262,17,Cass County,149778,ND,0.2086361414
17020,"Chico, CA",15-1133,"Software Developers, Systems Software",1.952,36.4,75710,64590,74090,86800,99290,1295,1606,7,Butte County,220000,CA,0.2097449048
42060,"Santa Barbara-Santa Maria-Goleta, CA",15-1133,"Software Developers, Systems Software",6.95,55.28,114970,83280,109730,137990,167160,1918,2220,83,Santa Barbara County,423895,CA,0.2097512075
48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",15-1133,"Software Developers, Systems Software",1.347,44.15,91840,73240,92530,111840,124750,1623,1938,99,Palm Beach County,1320134,FL,0.2104830866
42140,"Santa Fe, NM",15-1133,"Software Developers, Systems Software",1.79,52.15,108470,71030,79140,135800,154880,1389,1485,49,Santa Fe County,144170,NM,0.2106141016
40900,"Sacramento--Arden-Arcade--Roseville, CA",15-1133,"Software Developers, Systems Software",6.058,45.35,94330,80690,90000,105060,133460,1580,1899,67,Sacramento County,1418788,CA,0.2106666667
31100,"Los Angeles-Long Beach-Santa Ana, CA",15-1133,"Software Developers, Systems Software",3.121,57.9,120430,91880,117090,144820,173260,2061,2296,37,Los Angeles County,9818605,CA,0.2112221368
17900,"Columbia, SC",15-1133,"Software Developers, Systems Software",1.732,31.35,65200,45540,63330,80770,100600,1117,1416,79,Richland County,384504,SC,0.2116532449
23580,"Gainesville, GA",15-1133,"Software Developers, Systems Software",0.452,34.46,71670,56280,62150,83500,109930,1111,1144,139,Hall County,179684,GA,0.2145132743
39100,"Poughkeepsie-Newburgh-Middletown, NY",15-1133,"Software Developers, Systems Software",0.537,45.22,94060,80460,92950,112530,133590,1672,1784,71,Orange County,372813,NY,0.2158579882
71950,"Bridgeport-Stamford-Norwalk, CT",15-1133,"Software Developers, Systems Software",3.893,45.66,94970,70160,90580,116490,150400,1642,1778,1,Bridgeport town,144229,CT,0.2175314639
13380,"Bellingham, WA",15-1133,"Software Developers, Systems Software",0.384,38.05,79150,60240,73410,95610,128350,1339,1496,73,Whatcom County,201140,WA,0.2188802615
42020,"San Luis Obispo-Paso Robles, CA",15-1133,"Software Developers, Systems Software",2.144,52.42,109030,82570,103140,137190,161050,1905,1987,79,San Luis Obispo County,269637,CA,0.2216404887
41940,"San Jose-Sunnyvale-Santa Clara, CA",15-1133,"Software Developers, Systems Software",27.816,66.54,138410,111520,134750,165780, # ,2503,2837,85,Santa Clara County,1781642,CA,0.2229016698
27060,"Ithaca, NY",15-1133,"Software Developers, Systems Software",2.047,45.76,95190,72810,90630,109140,124420,1687,1693,109,Tompkins County,101564,NY,0.2233697451
35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",15-1133,"Software Developers, Systems Software",2.067,54.66,113700,82710,110120,139270,168750,2056,2304,47,Kings County,2504700,NY,0.2240464947
29820,"Las Vegas-Paradise, NV",15-1133,"Software Developers, Systems Software",0.605,39.41,81980,57970,81900,102940,119620,1530,1816,3,Clark County,1951269,NV,0.2241758242
41740,"San Diego-Carlsbad-San Marcos, CA",15-1133,"Software Developers, Systems Software",5.979,56.72,117990,92290,114000,140280,163850,2134,2600,73,San Diego County,3095313,CA,0.2246315789
37100,"Oxnard-Thousand Oaks-Ventura, CA",15-1133,"Software Developers, Systems Software",2.813,54.57,113510,81400,117060,143840,167870,2192,2537,111,Ventura County,823318,CA,0.2247052793
72400,"Burlington-South Burlington, VT",15-1133,"Software Developers, Systems Software",2.847,45.14,93890,71170,90360,118590,147770,1717,2016,7,Burlington city,42417,VT,0.2280212483
11020,"Altoona, PA",15-1133,"Software Developers, Systems Software",1.259,25.84,53750,37610,50870,62410,77890,970,1082,13,Blair County,127089,PA,0.2288185571
46340,"Tyler, TX",15-1133,"Software Developers, Systems Software",0.527,32.56,67730,35260,63480,89770,138820,1226,1235,423,Smith County,209714,TX,0.231758034
41500,"Salinas, CA",15-1133,"Software Developers, Systems Software",1.184,51.46,107040,82990,99090,125670,153730,1928,2156,53,Monterey County,415057,CA,0.2334847109
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",15-1133,"Software Developers, Systems Software",9.929,52.68,109580,81630,107620,134360,159370,2127,2671,59,Fairfax County,1081726,VA,0.2371678127
36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",15-1133,"Software Developers, Systems Software",7.127,59.72,124220,95890,119240,148770,179910,2370,2908,1,Alameda County,1510271,CA,0.2385105669
26980,"Iowa City, IA",15-1133,"Software Developers, Systems Software",0.459,32.24,67050,58830,66960,74460,85550,1335,1605,103,Johnson County,130882,IA,0.2392473118
46700,"Vallejo-Fairfield, CA",15-1133,"Software Developers, Systems Software",0.859,45.13,93870,72230,89240,111380,144150,1824,2169,95,Solano County,413344,CA,0.2452711788
72850,"Danbury, CT",15-1133,"Software Developers, Systems Software",1.221,47.65,99110,82160,99580,115320,131280,2112,2672,1,Danbury town,80893,CT,0.2545089375
33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",15-1133,"Software Developers, Systems Software",0.566,41.39,86090,66260,80140,100320,139520,1722,2012,86,Miami-Dade County,2496435,FL,0.2578487647
12100,"Atlantic City-Hammonton, NJ",15-1133,"Software Developers, Systems Software",0.841,44.93,93460,59840,76220,110970,154960,1685,1959,1,Atlantic County,274549,NJ,0.2652847022
42100,"Santa Cruz-Watsonville, CA",15-1133,"Software Developers, Systems Software",1.069,52.93,110090,81420,99310,133590,159640,2217,2473,87,Santa Cruz County,262382,CA,0.2678884302
35004,"Nassau-Suffolk, NY Metropolitan Division",15-1133,"Software Developers, Systems Software",1.944,50.04,104090,74860,101760,127460,151320,2286,2632,103,Suffolk County,1493350,NY,0.2695754717
22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-1133,"Software Developers, Systems Software",1.554,41.04,85360,66310,78560,105810,120970,1797,2232,11,Broward County,1748066,FL,0.274490835
21340,"El Paso, TX",15-1133,"Software Developers, Systems Software",2.914,26.09,54270,41710,46940,56860,77860,1151,1381,141,El Paso County,800647,TX,0.2942479761
41860,"San Francisco-Oakland-Fremont, CA",15-1133,"Software Developers, Systems Software",8.838,58.6,121900,94320,118720,146620,171140,2915,3524,75,San Francisco County,805235,CA,0.2946428571
41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",15-1133,"Software Developers, Systems Software",10.455,57.89,120400,93450,118340,145420,165170,2915,3524,75,San Francisco County,805235,CA,0.2955889809
29180,"Lafayette, LA",15-1133,"Software Developers, Systems Software",0.347,25.35,52720,34950,38810,65810,89570,1108,1370,55,Lafayette Parish,221578,LA,0.3425921154
49660,"Youngstown-Warren-Boardman, OH-PA",15-1134,Web Developers,0.331,30.35,63120,43020,64690,81070,100670,865,914,99,Mahoning County,238823,OH,0.1604575669
22220,"Fayetteville-Springdale-Rogers, AR-MO",15-1134,Web Developers,0.605,36.07,75030,45140,77300,100960,119160,1080,1274,7,Benton County,221339,AR,0.1676584735
24860,"Greenville-Mauldin-Easley, SC",15-1134,Web Developers,0.519,34.69,72150,57020,74450,88920,97310,1041,1233,45,Greenville County,451225,SC,0.1677904634
49180,"Winston-Salem, NC",15-1134,Web Developers,0.297,36.63,76180,48790,75230,101840,118220,1066,1125,67,Forsyth County,350670,NC,0.1700385485
18140,"Columbus, OH",15-1134,Web Developers,0.945,34.75,72290,53220,76810,89780,101990,1098,1270,49,Franklin County,1163414,OH,0.171540164
29620,"Lansing-East Lansing, MI",15-1134,Web Developers,0.69,36.38,75670,55910,74980,98580,112970,1089,1320,65,Ingham County,280895,MI,0.1742864764
20260,"Duluth, MN-WI",15-1134,Web Developers,0.56,32.19,66950,44400,62510,87500,113410,971,1081,137,St. Louis County,200226,MN,0.1864021757
16300,"Cedar Rapids, IA",15-1134,Web Developers,0.818,29.25,60840,44360,60430,74970,95690,952,1060,113,Linn County,211226,IA,0.1890451762
46540,"Utica-Rome, NY",15-1134,Web Developers,0.651,33.86,70440,45230,68770,91370,105980,1105,1241,65,Oneida County,234878,NY,0.1928166352
48540,"Wheeling, WV-OH",15-1134,Web Developers,0.561,26.57,55270,31080,48480,71530,104490,788,821,13,Belmont County,70400,OH,0.195049505
27900,"Joplin, MO",15-1134,Web Developers,0.401,27.65,57500,43100,54840,71740,80020,896,899,97,Jasper County,117404,MO,0.1960612691
31340,"Lynchburg, VA",15-1134,Web Developers,**,27.22,56610,46690,54390,60810,76190,897,1034,680,Lynchburg city,75568,VA,0.1979040265
42540,"Scranton--Wilkes-Barre, PA",15-1134,Web Developers,0.599,27.23,56630,38010,57050,79220,90660,942,1058,79,Luzerne County,320918,PA,0.1981419807
75550,"New Bedford, MA",15-1134,Web Developers,**,32.31,67190,56290,66370,77790,90210,1102,1183,5,New Bedford city,95072,MA,0.1992466476
17140,"Cincinnati-Middletown, OH-KY-IN",15-1134,Web Developers,0.902,31.44,65390,46650,64940,82380,97600,1086,1196,61,Hamilton County,802374,OH,0.2006775485
23060,"Fort Wayne, IN",15-1134,Web Developers,0.636,26.04,54160,40070,53700,64080,81370,905,1025,3,Allen County,355329,IN,0.2022346369
32580,"McAllen-Edinburg-Mission, TX",15-1134,Web Developers,0.307,26.23,54560,43620,51540,59730,73650,878,1072,215,Hidalgo County,774769,TX,0.2044237485
24660,"Greensboro-High Point, NC",15-1134,Web Developers,0.501,31.09,64670,46320,60190,75770,97800,1034,1166,81,Guilford County,488406,NC,0.2061472005
79600,"Worcester, MA-CT",15-1134,Web Developers,0.654,35.11,73040,54650,73190,91270,106830,1258,1375,27,Worcester city,181045,MA,0.2062576855
12060,"Atlanta-Sandy Springs-Marietta, GA",15-1134,Web Developers,0.984,37.53,78060,62130,73190,92990,118690,1263,1535,121,Fulton County,920581,GA,0.2070774696
37900,"Peoria, IL",15-1134,Web Developers,0.56,29.13,60590,42030,57530,75200,92190,997,1197,143,Peoria County,186494,IL,0.2079610638
41060,"St. Cloud, MN",15-1134,Web Developers,0.554,30.56,63560,50850,59660,75280,91850,1035,1389,145,Stearns County,150642,MN,0.2081796849
26620,"Huntsville, AL",15-1134,Web Developers,0.825,29.06,60450,44770,58100,74750,91740,1015,1073,89,Madison County,334811,AL,0.2096385542
36540,"Omaha-Council Bluffs, NE-IA",15-1134,Web Developers,1.29,30.92,64310,43650,63910,81410,97220,1123,1248,55,Douglas County,517110,NE,0.2108590205
26980,"Iowa City, IA",15-1134,Web Developers,0.41,34.89,72570,60970,75240,87150,95250,1335,1605,103,Johnson County,130882,IA,0.2129186603
77200,"Providence-Fall River-Warwick, RI-MA",15-1134,Web Developers,0.673,32.7,68010,50650,68930,84910,95530,1226,1467,7,Providence city,178042,RI,0.2134339185
39580,"Raleigh-Cary, NC",15-1134,Web Developers,1.255,32.78,68190,45380,65280,87270,107480,1167,1449,183,Wake County,900993,NC,0.2145220588
20500,"Durham-Chapel Hill, NC",15-1134,Web Developers,1.469,31.65,65830,43070,64970,84150,98660,1162,1361,63,Durham County,267587,NC,0.2146221333
24340,"Grand Rapids-Wyoming, MI",15-1134,Web Developers,0.458,28.3,58860,42630,61020,72560,82710,1093,1229,81,Kent County,602622,MI,0.2149459194
40220,"Roanoke, VA",15-1134,Web Developers,0.24,28.76,59830,47500,55720,63200,89040,1005,1139,770,Roanoke city,97032,VA,0.2164393396
27260,"Jacksonville, FL",15-1134,Web Developers,1.308,36.31,75510,47840,72280,92750,111840,1311,1604,31,Duval County,864263,FL,0.2176535695
47380,"Waco, TX",15-1134,Web Developers,0.49,28.68,59650,42590,57920,73330,92370,1052,1176,309,McLennan County,234906,TX,0.2179558011
25860,"Hickory-Lenoir-Morganton, NC",15-1134,Web Developers,0.311,25.69,53430,39140,45940,64280,85220,836,1040,35,Catawba County,154358,NC,0.2183717893
19780,"Des Moines-West Des Moines, IA",15-1134,Web Developers,1.081,32.39,67360,42790,62240,89950,116790,1140,1214,153,Polk County,430640,IA,0.2197943445
23104,"Fort Worth-Arlington, TX Metropolitan Division",15-1134,Web Developers,0.534,33.43,69520,51760,68680,86970,101240,1258,1498,439,Tarrant County,1809034,TX,0.2198019802
16740,"Charlotte-Gastonia-Rock Hill, NC-SC",15-1134,Web Developers,0.976,33.84,70390,38550,63610,96990,120660,1168,1448,119,Mecklenburg County,919628,NC,0.2203427134
22420,"Flint, MI",15-1134,Web Developers,0.327,25.73,53520,37000,53790,65160,82760,988,1116,49,Genesee County,425790,MI,0.2204127161
31540,"Madison, WI",15-1134,Web Developers,1.564,27.93,58100,43340,55340,72070,87850,1017,1144,79,Madison County,19224,FL,0.2205276473
43620,"Sioux Falls, SD",15-1134,Web Developers,0.966,35.74,74340,47920,60430,77400,169420,1115,1313,99,Minnehaha County,169468,SD,0.2214132054
17460,"Cleveland-Elyria-Mentor, OH",15-1134,Web Developers,0.936,29.98,62370,46400,58130,76370,92100,1073,1108,35,Cuyahoga County,1280122,OH,0.2215035266
19124,"Dallas-Plano-Irving, TX Metropolitan Division",15-1134,Web Developers,1.417,34.42,71600,52270,70470,90250,108090,1302,1572,113,Dallas County,2368139,TX,0.2217113665
27140,"Jackson, MS",15-1134,Web Developers,0.482,34.37,71490,43460,55570,76430,97760,1030,1132,49,Hinds County,245285,MS,0.2224221702
19340,"Davenport-Moline-Rock Island, IA-IL",15-1134,Web Developers,0.426,26.2,54490,39350,52060,69350,82980,976,1028,163,Scott County,165224,IA,0.2249711871
28940,"Knoxville, TN",15-1134,Web Developers,0.515,29.44,61230,43650,58600,73010,91750,1101,1237,93,Knox County,432226,TN,0.2254607509
74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",15-1134,Web Developers,1.326,41.16,85620,68310,81690,100490,126790,1536,1808,17,Lowell city,106519,MA,0.2256334925
40060,"Richmond, VA",15-1134,Web Developers,0.827,33.58,69840,51790,68810,86710,98780,1294,1568,41,Chesterfield County,316236,VA,0.2256648743
13980,"Blacksburg-Christiansburg-Radford, VA",15-1134,Web Developers,0.497,29.53,61420,44350,55880,75390,96990,1061,1343,121,Montgomery County,94392,VA,0.227845383
17860,"Columbia, MO",15-1134,Web Developers,1.052,28.01,58260,42720,56000,78390,89840,1064,1286,19,Boone County,162642,MO,0.228
12020,"Athens-Clarke County, GA",15-1134,Web Developers,1.677,27.35,56880,46200,55070,62900,76610,1047,1179,59,Clarke County,116714,GA,0.228145996
10740,"Albuquerque, NM",15-1134,Web Developers,0.409,31.19,64870,50450,64520,77040,94420,1229,1504,1,Bernalillo County,662564,NM,0.2285802852
21780,"Evansville, IN-KY",15-1134,Web Developers,0.712,24.55,51060,40370,52570,59700,73330,1003,1095,163,Vanderburgh County,179703,IN,0.2289518737
26380,"Houma-Bayou Cane-Thibodaux, LA",15-1134,Web Developers,0.429,25.95,53970,51710,55700,59700,62190,1064,1458,109,Terrebonne Parish,111860,LA,0.2292280072
28660,"Killeen-Temple-Fort Hood, TX",15-1134,Web Developers,0.316,28.74,59770,44930,60840,74230,87500,1164,1321,27,Bell County,310235,TX,0.2295857988
44300,"State College, PA",15-1134,Web Developers,0.84,36.78,76500,49190,68210,97330,136130,1311,1360,27,Centre County,153990,PA,0.2306406685
33340,"Milwaukee-Waukesha-West Allis, WI",15-1134,Web Developers,0.95,29.03,60390,46040,57120,72250,93560,1100,1189,79,Milwaukee County,947735,WI,0.231092437
44060,"Spokane, WA",15-1134,Web Developers,0.761,31.62,65760,44870,58150,83050,109020,1120,1271,63,Spokane County,471221,WA,0.2311263972
70750,"Bangor, ME",15-1134,Web Developers,**,27.83,57880,46910,58270,69170,76090,1123,1304,19,Bangor city,33039,ME,0.2312682341
19820,"Detroit-Warren-Livonia, MI",15-1134,Web Developers,0.594,31.31,65130,48780,62570,79900,96230,1206,1317,163,Wayne County,1820584,MI,0.2312929519
11700,"Asheville, NC",15-1134,Web Developers,0.641,24.92,51840,42830,51290,58920,70830,990,1285,21,Buncombe County,238318,NC,0.2316240983
16700,"Charleston-North Charleston-Summerville, SC",15-1134,Web Developers,0.674,29.4,61150,37860,64180,80580,97050,1239,1644,19,Charleston County,350209,SC,0.2316609536
37460,"Panama City-Lynn Haven-Panama City Beach, FL",15-1134,Web Developers,0.944,33.63,69960,44680,63590,99150,116820,1244,1572,5,Bay County,168852,FL,0.2347538921
24580,"Green Bay, WI",15-1134,Web Developers,0.828,24.86,51710,42390,53080,60800,70800,1043,1071,9,Brown County,248007,WI,0.2357950264
45780,"Toledo, OH",15-1134,Web Developers,0.339,24.15,50230,40810,49450,60070,70570,972,1028,95,Lucas County,441815,OH,0.2358746208
17980,"Columbus, GA-AL",15-1134,Web Developers,0.863,25.84,53740,40950,53530,67070,77840,1053,1353,215,Muscogee County,189885,GA,0.2360545489
26900,"Indianapolis-Carmel, IN",15-1134,Web Developers,0.984,27.51,57230,43540,56010,69560,78760,1104,1288,97,Marion County,903393,IN,0.2365291912
21140,"Elkhart-Goshen, IN",15-1134,Web Developers,0.519,24.48,50930,41680,50820,58570,66450,1002,1179,39,Elkhart County,197559,IN,0.2365997639
17900,"Columbia, SC",15-1134,Web Developers,0.626,27.71,57630,46450,56450,69420,82590,1117,1416,79,Richland County,384504,SC,0.23744907
29740,"Las Cruces, NM",15-1134,Web Developers,0.657,28.43,59130,44720,56750,70930,89310,1123,1249,13,Dona Ana County,209233,NM,0.2374625551
30780,"Little Rock-North Little Rock-Conway, AR",15-1134,Web Developers,0.69,27.8,57830,40580,55470,71860,90740,1098,1220,119,Pulaski County,382748,AR,0.2375338021
38300,"Pittsburgh, PA",15-1134,Web Developers,0.599,27.12,56400,37390,53810,71550,85630,1069,1137,3,Allegheny County,1223348,PA,0.2383943505
73450,"Hartford-West Hartford-East Hartford, CT",15-1134,Web Developers,0.669,35.4,73640,58830,73300,89660,105120,1457,1693,3,Hartford town,124775,CT,0.238526603
41700,"San Antonio-New Braunfels, TX",15-1134,Web Developers,1.164,29.11,60550,39460,59110,74710,91400,1189,1304,29,Bexar County,1714773,TX,0.2413804771
16980,"Chicago-Joliet-Naperville, IL-IN-WI",15-1134,Web Developers,0.821,31.91,66360,46880,66080,80310,99310,1331,1552,31,Cook County,5194675,IL,0.2417070218
45820,"Topeka, KS",15-1134,Web Developers,0.661,25.29,52600,43000,53410,62640,72340,1078,1309,177,Shawnee County,177934,KS,0.2422018349
15380,"Buffalo-Niagara Falls, NY",15-1134,Web Developers,0.942,24.63,51220,35070,47770,64520,76440,965,1092,29,Erie County,919040,NY,0.2424115554
30460,"Lexington-Fayette, KY",15-1134,Web Developers,0.94,27.93,58090,44500,54090,67310,75620,1095,1226,67,Fayette County,295803,KY,0.2429284526
21500,"Erie, PA",15-1134,Web Developers,0.483,21.93,45600,39350,44270,49260,59100,899,1074,49,Erie County,280566,PA,0.2436864694
18700,"Corvallis, OR",15-1134,Web Developers,1.336,31.53,65590,54960,63060,74720,87320,1281,1539,3,Benton County,85579,OR,0.2437678402
19380,"Dayton, OH",15-1134,Web Developers,1.409,24.67,51310,41250,49940,65270,74470,1017,1140,113,Montgomery County,535153,OH,0.2443732479
39340,"Provo-Orem, UT",15-1134,Web Developers,2.24,28.01,58250,39430,54090,73060,91030,1102,1350,49,Utah County,516564,UT,0.2444814199
48700,"Williamsport, PA",15-1134,Web Developers,0.626,23.69,49280,37800,45820,60140,73190,935,958,81,Lycoming County,116111,PA,0.2448712353
46140,"Tulsa, OK",15-1134,Web Developers,0.393,28.36,59000,38970,52030,78370,98030,1066,1188,143,Tulsa County,603403,OK,0.2458581588
16580,"Champaign-Urbana, IL",15-1134,Web Developers,0.955,28.71,59720,48200,57890,68440,78190,1187,1599,19,Champaign County,201081,IL,0.2460528589
42140,"Santa Fe, NM",15-1134,Web Developers,0.923,32.79,68200,54740,67620,86100,93580,1389,1485,49,Santa Fe County,144170,NM,0.2464951198
41180,"St. Louis, MO-IL",15-1134,Web Developers,0.615,30.73,63920,42920,55050,80070,97370,1131,1283,189,St. Louis County,998954,MO,0.2465395095
10420,"Akron, OH",15-1134,Web Developers,0.752,24.79,51560,38090,50400,64210,75330,1039,1078,153,Summit County,541781,OH,0.2473809524
49620,"York-Hanover, PA",15-1134,Web Developers,0.248,27.61,57430,46620,55610,65310,81960,1148,1225,133,York County,434972,PA,0.2477252293
43780,"South Bend-Mishawaka, IN-MI",15-1134,Web Developers,0.947,26.15,54390,38140,46230,60750,90940,957,1021,141,St. Joseph County,266931,IN,0.2484101233
26420,"Houston-Sugar Land-Baytown, TX",15-1134,Web Developers,0.673,31.61,65740,46390,61030,77380,104310,1264,1563,201,Harris County,4092459,TX,0.2485335081
28020,"Kalamazoo-Portage, MI",15-1134,Web Developers,0.376,22.36,46510,29830,48210,58410,66310,1000,1217,77,Kalamazoo County,250331,MI,0.2489110143
22900,"Fort Smith, AR-OK",15-1134,Web Developers,**,19.08,39690,34230,40960,46740,50240,850,958,131,Sebastian County,125744,AR,0.2490234375
36780,"Oshkosh-Neenah, WI",15-1134,Web Developers,0.901,23.49,48870,33510,43530,59760,77060,907,1206,139,Winnebago County,166994,WI,0.250034459
23844,"Gary, IN Metropolitan Division",15-1134,Web Developers,0.254,25.43,52890,36350,51250,61120,81300,1070,1141,89,Lake County,496005,IN,0.2505365854
40380,"Rochester, NY",15-1134,Web Developers,0.634,26.28,54660,38180,53240,67950,80850,1112,1188,55,Monroe County,744344,NY,0.2506386176
10580,"Albany-Schenectady-Troy, NY",15-1134,Web Developers,1.032,30.2,62820,51250,58740,72240,90160,1229,1319,95,Schoharie County,32749,NY,0.251072523
38940,"Port St. Lucie, FL",15-1134,Web Developers,0.332,28.39,59060,44770,64690,71660,75840,1356,1598,111,St. Lucie County,277789,FL,0.2515381048
29140,"Lafayette, IN",15-1134,Web Developers,1.331,26.5,55130,43380,50870,61070,75100,1072,1347,157,Tippecanoe County,172780,IN,0.2528798899
13820,"Birmingham-Hoover, AL",15-1134,Web Developers,0.506,26.22,54540,39990,50380,66360,86570,1065,1198,73,Jefferson County,658466,AL,0.2536720921
28420,"Kennewick-Pasco-Richland, WA",15-1134,Web Developers,0.421,26.69,55510,35700,49850,77130,90990,1056,1361,5,Benton County,175177,WA,0.2542026078
42660,"Seattle-Tacoma-Bellevue, WA",15-1134,Web Developers,2.292,41.64,86610,60540,83800,111420,137190,1777,2136,33,King County,1931249,WA,0.2544630072
12940,"Baton Rouge, LA",15-1134,Web Developers,0.359,24.63,51220,35120,50170,61070,84690,1064,1225,33,East Baton Rouge Parish,440171,LA,0.254494718
10900,"Allentown-Bethlehem-Easton, PA-NJ",15-1134,Web Developers,0.824,31.27,65050,42980,60930,75310,103280,1296,1470,77,Lehigh County,349497,PA,0.2552437223
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",15-1134,Web Developers,0.662,29.76,61910,45350,56220,74600,101850,1199,1287,37,Davidson County,626681,TN,0.255923159
36420,"Oklahoma City, OK",15-1134,Web Developers,0.647,25.51,53060,36480,49300,66890,82850,1054,1265,109,Oklahoma County,718633,OK,0.2565517241
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",15-1134,Web Developers,0.895,32.93,68500,48860,66070,85280,100570,1414,1518,101,Philadelphia County,1526006,PA,0.2568185258
12260,"Augusta-Richmond County, GA-SC",15-1134,Web Developers,0.285,26.39,54890,41590,49570,66550,77450,1061,1314,245,Richmond County,200549,GA,0.2568489005
31140,"Louisville-Jefferson County, KY-IN",15-1134,Web Developers,0.552,25.99,54060,40260,48670,65110,85650,1045,1182,111,Jefferson County,741096,KY,0.2576535854
36260,"Ogden-Clearfield, UT",15-1134,Web Developers,1.154,30.14,62680,38270,53250,76630,115220,1149,1379,11,Davis County,306479,UT,0.2589295775
16860,"Chattanooga, TN-GA",15-1134,Web Developers,0.374,24.77,51520,30290,45890,72420,85330,991,1117,65,Hamilton County,336463,TN,0.2591414251
11540,"Appleton, WI",15-1134,Web Developers,0.875,25.49,53030,32940,49090,69480,86800,1065,1128,87,Outagamie County,176695,WI,0.2603381544
46700,"Vallejo-Fairfield, CA",15-1134,Web Developers,0.254,37.96,78950,57550,84070,95410,104410,1824,2169,95,Solano County,413344,CA,0.2603544665
25420,"Harrisburg-Carlisle, PA",15-1134,Web Developers,1.076,28.26,58770,38940,53640,75790,94020,1165,1207,43,Dauphin County,268100,PA,0.2606263982
13740,"Billings, MT",15-1134,Web Developers,0.54,25.6,53250,39760,47290,68210,87550,1029,1032,111,Yellowstone County,147972,MT,0.2611122859
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-1134,Web Developers,1.468,32.51,67630,46900,65120,87000,100920,1419,1676,53,Hennepin County,1152425,MN,0.2614864865
18580,"Corpus Christi, TX",15-1134,Web Developers,0.279,27.63,57470,44960,54240,65650,75880,1182,1389,355,Nueces County,340223,TX,0.2615044248
78100,"Springfield, MA-CT",15-1134,Web Developers,0.594,29.61,61590,44660,57750,75300,94480,1260,1435,13,Springfield city,153060,MA,0.2618181818
38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1134,Web Developers,2.347,34.24,71210,47150,65340,85140,98970,1428,1716,51,Multnomah County,735334,OR,0.2622589532
11100,"Amarillo, TX",15-1134,Web Developers,0.328,27.71,57630,33260,48650,79420,108440,1067,1117,375,Potter County,121073,TX,0.2631860226
14060,"Bloomington-Normal, IL",15-1134,Web Developers,0.631,28.95,60220,38220,58420,74910,95440,1285,1552,113,McLean County,169572,IL,0.2639507018
39740,"Reading, PA",15-1134,Web Developers,0.535,26.27,54640,36160,51930,70460,87230,1143,1227,11,Berks County,411442,PA,0.2641247834
73604,"Haverhill-North Andover-Amesbury, MA-NH NECTA Division",15-1134,Web Developers,0.733,33.8,70300,52700,65760,87430,105680,1448,1554,9,Haverhill city,60879,MA,0.2642335766
13380,"Bellingham, WA",15-1134,Web Developers,1.14,28.9,60120,53120,60510,70640,77620,1339,1496,73,Whatcom County,201140,WA,0.2655428855
32820,"Memphis, TN-MS-AR",15-1134,Web Developers,0.695,25.81,53680,39630,51260,64630,83260,1142,1273,157,Shelby County,927644,TN,0.2673429575
40340,"Rochester, MN",15-1134,Web Developers,1.105,27.79,57800,44140,54160,69390,90070,1208,1598,109,Olmsted County,144248,MN,0.2676514032
76450,"Norwich-New London, CT-RI",15-1134,Web Developers,0.322,27.39,56960,43590,63130,70520,75440,1412,1628,11,Norwich town,40493,CT,0.2683985427
